DATAFLOW,LAST UPDATE,freq,unit,lev_know,isco08,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC6-8,CY,2011,36.7,b
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC6-8,CY,2016,32.2,
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC6-8,CZ,2007,16.7,
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC6-8,CZ,2011,30.1,b
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC6-8,CZ,2016,15.0,
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC6-8,DE,2007,,u
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC6-8,DE,2011,23.7,b
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC6-8,DE,2016,26.7,
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC6-8,DK,2011,41.1,b
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC6-8,DK,2016,41.7,u
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC6-8,EA19,2007,16.4,
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC6-8,EA19,2011,28.1,b
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC6-8,EA19,2016,26.4,
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC6-8,EE,2007,36.8,
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC6-8,EE,2011,43.9,b
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC6-8,EE,2016,18.5,
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC6-8,EL,2007,19.0,
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC6-8,EL,2011,26.2,b
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC6-8,EL,2016,29.0,
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC6-8,ES,2007,22.5,
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC6-8,ES,2011,36.0,b
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC6-8,ES,2016,28.0,
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC6-8,EU27_2020,2007,16.9,
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC6-8,EU27_2020,2011,29.1,b
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC6-8,EU27_2020,2016,25.9,
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC6-8,EU28,2007,16.3,
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC6-8,EU28,2011,29.1,b
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC6-8,EU28,2016,25.8,
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC6-8,FI,2007,37.8,
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC6-8,FI,2011,35.2,b
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC6-8,FI,2016,41.2,
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC6-8,FR,2007,20.3,
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC6-8,FR,2011,26.4,b
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC6-8,FR,2016,17.8,
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC6-8,HR,2007,29.1,u
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC6-8,HR,2016,32.4,
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC6-8,HU,2007,,u
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC6-8,HU,2011,19.4,bu
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC6-8,HU,2016,28.4,u
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC6-8,IE,2016,18.3,bu
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC6-8,IT,2011,17.2,b
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC6-8,IT,2016,14.3,
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC6-8,LT,2007,28.6,
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC6-8,LT,2011,33.8,b
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC6-8,LT,2016,28.1,
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC6-8,LU,2011,21.0,bu
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC6-8,LU,2016,33.1,b
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC6-8,LV,2007,17.8,
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC6-8,LV,2011,30.2,b
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC6-8,LV,2016,33.6,
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC6-8,MK,2016,26.1,
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC6-8,MT,2011,38.6,b
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC6-8,MT,2016,36.2,
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC6-8,NL,2011,56.7,bu
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC6-8,NL,2016,46.6,
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC6-8,NO,2007,50.6,
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC6-8,NO,2011,50.8,b
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC6-8,NO,2016,45.6,
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC6-8,PL,2007,11.2,
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC6-8,PL,2011,28.9,b
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC6-8,PL,2016,22.1,
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC6-8,PT,2007,19.8,
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC6-8,PT,2011,36.0,b
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC6-8,PT,2016,22.4,
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC6-8,RO,2007,9.0,u
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC6-8,RO,2016,12.0,
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC6-8,RS,2011,29.7,bu
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC6-8,RS,2016,32.1,u
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC6-8,SE,2007,47.3,
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC6-8,SE,2011,41.5,b
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC6-8,SE,2016,37.3,b
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC6-8,SI,2007,50.9,
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC6-8,SI,2011,50.6,b
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC6-8,SI,2016,47.8,
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC6-8,SK,2007,30.1,
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC6-8,SK,2011,33.0,b
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC6-8,SK,2016,38.8,
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC6-8,TR,2007,,u
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC6-8,TR,2011,,bu
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC6-8,TR,2016,,u
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC6-8,UK,2007,,u
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC6-8,UK,2016,,bu
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC9,AL,2016,,u
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC9,AT,2007,18.7,u
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC9,AT,2011,28.6,bu
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC9,AT,2016,27.1,u
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC9,BA,2016,,u
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC9,BE,2007,24.8,u
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC9,BE,2011,41.0,bu
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC9,BE,2016,36.8,u
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC9,BG,2007,,u
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC9,BG,2011,,bu
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC9,BG,2016,,u
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC9,CH,2011,67.7,bu
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC9,CH,2016,33.8,u
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC9,CY,2007,28.3,
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC9,CY,2011,36.9,b
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC9,CY,2016,33.4,
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC9,CZ,2007,,u
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC9,CZ,2011,,bu
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC9,CZ,2016,,u
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC9,DE,2007,,u
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC9,DE,2011,13.9,bu
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC9,DE,2016,12.8,u
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC9,DK,2011,41.6,b
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC9,DK,2016,,u
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC9,EA19,2007,16.9,
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC9,EA19,2011,22.1,b
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC9,EA19,2016,20.3,
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC9,EE,2007,30.8,
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC9,EE,2011,34.5,bu
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC9,EE,2016,,u
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC9,EL,2007,,u
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC9,EL,2011,,bu
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC9,EL,2016,,u
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC9,ES,2007,19.3,
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC9,ES,2011,37.4,bu
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC9,ES,2016,19.7,
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC9,EU27_2020,2007,17.1,
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC9,EU27_2020,2011,23.2,b
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC9,EU27_2020,2016,20.7,
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC9,EU28,2007,17.3,
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC9,EU28,2011,23.2,b
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC9,EU28,2016,20.2,
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC9,FI,2007,37.3,u
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC9,FI,2011,29.6,bu
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC9,FI,2016,35.0,u
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC9,FR,2007,19.4,u
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC9,FR,2011,26.9,b
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC9,FR,2016,17.9,u
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC9,HR,2007,,u
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC9,HR,2016,,u
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC9,HU,2007,,u
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC9,HU,2011,,bu
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC9,HU,2016,,u
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC9,IE,2016,,bu
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC9,IT,2011,,bu
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC9,IT,2016,,u
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC9,LT,2007,28.4,
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC9,LT,2011,31.6,b
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC9,LT,2016,26.2,u
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC9,LU,2011,,bu
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC9,LU,2016,35.1,bu
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC9,LV,2007,21.8,u
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC9,LV,2011,21.9,b
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC9,LV,2016,24.7,
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC9,MK,2016,26.9,u
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC9,MT,2011,42.9,b
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC9,MT,2016,37.5,u
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC9,NL,2011,,bu
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC9,NL,2016,50.4,u
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC9,NO,2007,46.8,u
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC9,NO,2011,,bu
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC9,NO,2016,,u
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC9,PL,2007,10.6,
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC9,PL,2011,21.7,bu
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC9,PL,2016,,u
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC9,PT,2007,27.0,u
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC9,PT,2011,22.3,bu
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC9,PT,2016,17.3,u
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC9,RO,2007,,u
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC9,RO,2016,,u
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC9,RS,2011,,bu
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC9,RS,2016,,u
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC9,SE,2007,59.5,u
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC9,SE,2011,32.1,bu
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC9,SE,2016,32.6,bu
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC9,SI,2007,44.7,u
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC9,SI,2011,39.9,bu
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC9,SI,2016,37.9,u
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC9,SK,2007,23.7,u
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC9,SK,2011,,bu
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC9,SK,2016,43.3,u
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC9,TR,2007,,u
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC9,TR,2011,,bu
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC9,TR,2016,,u
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC9,UK,2007,,u
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,OC9,UK,2016,,bu
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,TOTAL,AL,2016,34.8,
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,TOTAL,AT,2007,34.7,
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,TOTAL,AT,2011,40.1,b
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,TOTAL,AT,2016,33.8,
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,TOTAL,BA,2016,26.6,
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,TOTAL,BE,2007,30.9,
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,TOTAL,BE,2011,41.3,b
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,TOTAL,BE,2016,42.5,
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,TOTAL,BG,2007,17.3,
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,TOTAL,BG,2011,34.1,b
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,TOTAL,BG,2016,38.4,
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,TOTAL,CH,2011,67.1,b
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,TOTAL,CH,2016,40.5,
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,TOTAL,CY,2007,38.9,
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,TOTAL,CY,2011,33.5,b
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,TOTAL,CY,2016,38.0,
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,TOTAL,CZ,2007,29.1,
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,TOTAL,CZ,2011,41.2,b
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,TOTAL,CZ,2016,31.7,
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,TOTAL,DE,2007,14.4,
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,TOTAL,DE,2011,33.0,b
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,TOTAL,DE,2016,33.5,
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,TOTAL,DK,2011,36.2,b
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,TOTAL,DK,2016,36.6,u
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,TOTAL,EA19,2007,26.0,
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,TOTAL,EA19,2011,35.4,b
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,TOTAL,EA19,2016,34.1,
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,TOTAL,EE,2007,39.9,
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,TOTAL,EE,2011,43.8,b
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,TOTAL,EE,2016,25.6,
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,TOTAL,EL,2007,33.6,
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,TOTAL,EL,2011,39.1,b
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,TOTAL,EL,2016,36.8,
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,TOTAL,ES,2007,32.7,
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,TOTAL,ES,2011,42.1,b
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,TOTAL,ES,2016,39.4,
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,TOTAL,EU27_2020,2007,26.4,
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,TOTAL,EU27_2020,2011,35.5,b
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,TOTAL,EU27_2020,2016,34.0,
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,TOTAL,EU28,2007,25.0,
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,TOTAL,EU28,2011,35.5,b
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,TOTAL,EU28,2016,33.3,
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,TOTAL,FI,2007,45.2,
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,TOTAL,FI,2011,42.1,b
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,TOTAL,FI,2016,42.1,
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,TOTAL,FR,2007,31.0,
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,TOTAL,FR,2011,38.1,b
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,TOTAL,FR,2016,31.2,
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,TOTAL,HR,2007,34.6,
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,TOTAL,HR,2016,41.2,
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,TOTAL,HU,2007,32.6,
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,TOTAL,HU,2011,30.4,b
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,TOTAL,HU,2016,28.5,
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,TOTAL,IE,2016,22.1,b
ESTAT:EDAT_AES_L55(1.0),02/12/20 23:00:00,A,PC,GOOD,TOTAL,IT,2011,26.8,b
